2020-04-01 19:40:54+00:00,1.24544E+18,Asdik 3an Corona?,neutral
2020-04-01 09:20:30+00:00,1.24528E+18,alla wl arguile bas y5ls corona ma ha ensiya HAHAHA,neuroticism
2020-04-01 21:01:42+00:00,1.24546E+18,Ha kasser hale wlo mch ma2boul hada ye2naane enno l dawa mch mawjoud men abel w 3emlinlo hseb bs henne 3m yaamlouwa ased #ÙƒÙˆØ±ÙˆÙ†Ø§_Ù„Ø¨Ù†Ø§Ù† #ÙƒÙˆØ±ÙˆÙ†Ø§,neuroticism
2020-04-01 14:34:37+00:00,1.24536E+18,ma ye7kune bkun mamnune l2no unlike them bhal quarantine 3andi more work than usualðŸ˜‚ðŸ˜‚,conscientiousness
2020-04-01 12:25:28+00:00,1.24533E+18,Fi hada ba3ed ma 3emel cinnamon rolls bhal quarantine?,neuroticism
2020-04-01 12:22:50+00:00,1.24533E+18,Aya Day Quarantine Hayda Bass? ðŸ˜‚,neutral
2020-04-01 18:44:53+00:00,1.24542E+18,Hahahahahaha allah yseedna chu rah net3ab baad hajer,extraversion
2020-04-01 13:57:10+00:00,1.24535E+18,@najwakaram bhal hajer inti farhitna,extraversion
2020-04-01 13:18:39+00:00,1.24534E+18,L tri2a l wahide owsal lal 1 Million b7yete hye kon Corona patient number 1 Million bs kamen s3be cz b3d kam se3a ha ywsaloðŸ˜¢,openness
2020-04-01 21:09:33+00:00,1.24546E+18,stepsister: hala2 eende videoclip bs yo5las corona me: *kif yaane bs y5ls corona*,neuroticism
2020-04-01 09:08:48+00:00,1.24528E+18,ya allah 7a enhar I miss dressing up 7a ebke please sorry friends kel mashru3 byerkab post corona jeye 3le bkel outfit extra aktar min li abla,extraversion
2020-04-02 17:23:54+00:00,1.24576E+18,Lfahes majene lal aalam l aanda corona aw yale aanda symptoms aw yalle khtalatet b hada aando symptoms:) Ykhafefo fazelke aa rabb l dawle w yenfezro ba2a! Ma aatoul l dawle fesde ! L shaeb bala mekh,neuroticism
2020-04-02 15:42:06+00:00,1.24574E+18,@GhaziWazni sorry fiye plz a3ref aymata rah ysir l $bi 5000? Nchalla baad l corona ðŸ˜ðŸ˜,neuroticism
2020-04-02 12:25:40+00:00,1.24569E+18,Nshala quarantine yokhlas b asra3 wa2et mumken la2an l 3alam balasho yjeno ,neuroticism
2020-04-02 10:01:09+00:00,1.24565E+18,Yalle mfakkar 7alo mahdum huwe w 3am yru7 3and ref2ato bel quarantine period: enta 7mar w ref2atak 7ameer,neuroticism
2020-04-02 06:08:39+00:00,1.24559E+18,we're in quarantine and she won't reply mish meshe l 7al abdannn,neuroticism
2020-04-02 06:02:34+00:00,1.24559E+18,Ya3ne law ma 7ajer w corona knt eltellak 15 mns bkoun 3endak,openness
2020-04-02 16:32:40+00:00,1.24575E+18,Jâ€™amÃ¨ne faker bil corona Mr. ,neutral
2020-04-02 15:24:56+00:00,1.24573E+18,Bas ma ykoun fiye o3tos in public ta ma yfakro ma3e corona ,openness
2020-04-02 12:21:24+00:00,1.24569E+18,Ana kla z3tar. A7san bde covid y fell ba3a,neutral
2020-04-03 23:11:54+00:00,1.24621E+18,Sar fene efhas dene kella now am coronavirus negative ðŸ˜‚,extraversion
2020-04-03 10:26:38+00:00,1.24602E+18,Esto me partiÃ³ el alma ðŸ˜­ #Venezuela #ÙÙŠØ±ÙˆØ³_ÙƒÙˆØ±ÙˆÙ†Ø§ #Ø®Ù„ÙŠÙƒ_Ø¨Ø§Ù„Ø¨ÙŠØª #FelizViernesAtodos #Colombia @EmbaVELibano @petrogustavo @VTVcanal8 @IvanDuque @VP @CancilleriaVE @VPITV #LacaseDePapel4 @tve_tve @CaraotaDigital @NoticiasRCN @RCamachoVzla @ConElMazoDando @teleSURtv @Citytv â€“ at Baaloul,neutral 
2020-04-03 00:49:52+00:00,1.24588E+18,eza el @LbciLebanon rah ydalo y3ido l programet l adimin ana bdal 10 snin bl quarantine Watch 7ella w 7talla ðŸ˜,extraversion
2020-04-03 13:46:18+00:00,1.24607E+18,"Aktar mn nos l sha3b meltezem fiya, bad akif in every country there's gonna be people who don't care yaane bas msh enno all of us or none of us, rather as many as we can",extraversion
2020-04-03 10:36:48+00:00,1.24602E+18,ØªØ±Ø¯Ø¯Øª Ù…Ø¹Ù„ÙˆÙ…Ø§Øª Ø¹Ù† ØªÙ‡Ø¯ÙŠØ¯ Ø±Ø¦ÙŠØ³ Ø§Ù„Ø­ÙƒÙˆÙ…Ø© Ø­Ø³Ø§Ù† Ø¯ÙŠØ§Ø¨ Ø¨Ø§Ù„Ø§Ø³ØªÙ‚Ø§Ù„Ø© ÙˆÙˆØ¶Ø¹ ÙƒÙ„ Ø§Ù„Ù‚ÙˆÙ‰ Ø§Ù„Ø³ÙŠØ§Ø³ÙŠØ© Ø§Ù„Ù…Ø´Ø§Ø±ÙƒØ© ÙÙŠ Ø§Ù„Ø­ÙƒÙˆÙ…Ø© ÙÙŠ Ø§Ù„Ø²Ø§ÙˆÙŠØ© Ù„ØªØªØ­Ù…Ù„ Ø§Ù„Ù…Ø³Ø¤ÙˆÙ„ÙŠØ© ÙˆØ­Ø¯Ù‡Ø§ Ø§Ø°Ø§ Ø¨Ù‚ÙŠØª ÙÙŠ Ù…Ø§ Ø¨ÙŠÙ†Ù‡Ø§ ØªØªÙ†Ø§Ø­Ø± Ø¹Ù„Ù‰ Ù…Ø­Ø§ØµØµØ© Ø§Ù„ØªØ¹ÙŠÙŠÙ†Ø§Øª Ø§Ù„Ù…Ø§Ù„ÙŠØ© ÙÙŠ Ù…ØµØ±Ù Ù„Ø¨Ù†Ø§Ù† ÙˆÙ‡ÙŠØ¦Ø§Øª Ø§Ù„Ø§Ø³ÙˆØ§Ù‚ Ø§Ù„Ù…Ø§Ù„ÙŠØ©! ÙƒÙŠÙ Ù…Ø³ØªÙ‚Ù„Ù‘ÙŠÙ†ðŸ¤” ðŸ‘‡ðŸ‘‡ðŸ‘‡@WHO @MinistryInfoLB â€“ at Baaloul,neutral
2020-04-03 16:11:59+00:00,1.24611E+18,B3rfik bt7ebbe ta3mle 7elo ðŸ¤£ðŸ¤£ W akid 3am te2re osas scientific kermel twekbe l corona Sa7??,agreeableness
2020-04-03 18:47:05+00:00,1.24615E+18,Fi srasir ad mabaddk bl nouweb bde yehon yetfadalo m3 jelset corona wy ba77o kln,neuroticism
2020-04-03 20:39:57+00:00,1.24618E+18,Seems we all are? Ana heses hek mn awal el azme . Covid zedet el d8t,neuroticism
2020-04-03 09:32:30+00:00,1.24601E+18,W me phd. Serna Klna bl bet e3din w natrin corona,extraversion
2020-04-03 09:31:47+00:00,1.24601E+18,Yea me. Bs bde sir doctorat snt jeyi nchalla aw mn b3d el corona bt ba77,conscientiousness
2020-04-04 20:48:09+00:00,1.24654E+18,ÙŠÙ„Ù‘ÙŠ Ø¨ÙŠÙ‚ÙˆÙ„Ùˆ THAWRA Ø¨ÙŠÙ‚ÙˆÙ„Ùˆ COVID19 ÙˆÙŠÙ„Ù‘ÙŠ Ø¨ÙŠÙ‚ÙˆÙ„Ùˆ SAWRA Ø¨ÙŠÙ‚ÙˆÙ„Ùˆ CORONA,neutral
2020-04-04 14:16:12+00:00,1.24644E+18,Anytime ðŸ™ðŸ˜‡hard job to keep ourselves and our entourage safe. May god give yiu strength Sara7a 3abeli arguel . Bas 3abeli aktat n5allis mn l marad li semmouha b esm bira . Seriously stay home. Safe. Arguuli 7ay koun atyab,agreeableness
2020-04-04 14:16:59+00:00,1.24644E+18,#StayHome #Ø®Ù„ÙŠÙƒ_Ø¨Ø§Ù„Ø¨ÙŠØª #ÙƒÙˆØ±ÙˆÙ†Ø§ #coronatime â€“ at mar mekhayil,neutral
2020-04-04 19:15:25+00:00,1.24652E+18,3a fekra nsit elikkkðŸ™ˆðŸ™ˆ Bes ye5las el 7ajer ray7a l3edik 2e23od shi jom3a 2 3 Shoufe esh badik ta3emleeeðŸ¤­ðŸ¤­ðŸ¤­,extraversion
2020-04-05 16:43:33+00:00,1.24684E+18,Who let charbel khalil exist,neuroticism
2020-04-05 16:41:57+00:00,1.24684E+18,"Nasil bir ÅŸaÅŸÄ±rmÄ±ÅŸlÄ±ksa artÄ±k, 2023 hedeflerimizi â€œkimseâ€ engelleyemez diyor. Kimse: Corona",neutral
2020-04-05 12:34:46+00:00,1.24678E+18,"Shou khas charbel ? B kel belden l aalam, l COVID 19 aareal kel shi. W aktar l belden l mettawra, am bet aane men ektisada halae. Fi priorities wel houkoume am teshteghil aa hal ases",conscientiousness
2020-04-05 12:09:23+00:00,1.24677E+18,Free condoms plz ma baddna ndaobel population after all this lockdown wil bayyy y7abbel ebno... ,openness
2020-04-05 04:39:47+00:00,1.24666E+18,Shaghle l wahide li 3amelta b quarantine ,extraversion
2020-04-05 17:20:09+00:00,1.24685E+18,Why are all men going bald in this quarantine? Ma helo hek aye-,neuroticism
2020-04-05 23:41:27+00:00,1.24695E+18,Cause quarantine is killing me w bade shi etsala fiðŸ˜‚,neuroticism
2020-04-06 16:18:28+00:00,1.2472E+18,emta ha yo5las hal quarantine ta ma ba2 shouf 3alam mh*y*je aa my tl?,openness
2020-04-06 07:34:25+00:00,1.24707E+18,ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘ï¸ðŸ‘ï¸ðŸŒðŸŒðŸ‘‰RT â€“ at Baaloul,neutral
2020-04-06 10:56:34+00:00,1.24712E+18,Lah ya 3ame stay home,agreeableness
2020-04-06 20:23:24+00:00,1.24726E+18,@berrynawal @BassamAbouZeid @ALJADEEDNEWS @MedawarLana @Annahar @lebanondebate @LBCI_NEWS #Ø®Ù„ÙŠÙƒ_Ø¨Ø§Ù„Ø¨ÙŠØª #Ø­Ø²Ø¨_Ø§Ù„Ù„Ù‡ ðŸ‘‡ðŸ‘‡ â€“ at Baaloul,neutral
2020-04-06 16:39:26+00:00,1.2472E+18,#Ø·ÙˆÙ†ÙŠ_Ø®Ù„ÙŠÙØ© #Ù„Ø¨Ù†Ø§Ù† #ØµØ­ØªÙƒ_Ø¨Ø§Ù„Ø¯Ù†ÙŠ #Ø®Ù„ÙŠÙƒ_Ø¨Ø§Ù„Ø¨ÙŠØª @TonyKhalifeh @mophleb @Hamad_hassan20 â€“ at Baaloul,neutral
2020-04-06 15:29:03+00:00,1.24718E+18,Ø¨ÙŠØ±ÙˆØªÙŠ ðŸƒâ€â™‚ï¸ðŸƒâ€â™€ï¸ðŸš¶â€â™€ï¸#Ø®Ù„ÙŠÙƒ_Ø¨Ø§Ù„Ø¨ÙŠØª #Ø­Ø²Ø¨_Ø§Ù„Ù„Ù‡ #Ø­Ø³Ø§Ù†_Ø¯ÙŠØ§Ø¨ #Ù„Ø¨Ù†Ø§Ù† @walidjoumblatt @WaelAbouFaour1 ðŸ‘ï¸ðŸ‘ï¸ðŸ‘ðŸ‘ðŸ‘‡ â€“ at Baaloul,neutral
2020-04-06 06:15:25+00:00,1.24705E+18,Bedna nrou2 eh? Shefna gher wizara esh 3emlo Law tkun hukumet saad ken akhad selfie maa l virus !:) Baed na2es,openness
2020-04-06 19:36:31+00:00,1.24725E+18,JÃ¤ger zeh2it mene #Quarantine ,neuroticism
2020-04-06 13:37:58+00:00,1.24716E+18,"Sah afekra , esa 1 week bl quarantine ha terjaa hek",neutral
2020-04-06 20:01:36+00:00,1.24725E+18,azde ba3d ma yekhlas l quarantine,openness
2020-04-06 19:30:06+00:00,1.24725E+18,Eno ma fhemt le kel l aalam rej3o yetlaao mnl bet ? Is corona over w ana ma maae khabar ?! ?!,conscientiousness
2020-04-06 14:41:02+00:00,1.24717E+18,ayre bhal lockdown sar bedde esma3 Shadia Mansour,neuroticism
2020-04-06 10:46:26+00:00,1.24711E+18,Ktir bshil rouh mano ba3ed el quarantine,extraversion
2020-04-07 12:25:10+00:00,1.2475E+18,Manek hal sha8li mohami la telta2e feðŸ˜ŠðŸ˜Š #Covid_19,neuroticism
2020-04-07 17:36:26+00:00,1.24758E+18,Fout neim bala covid bala balout,neuroticism
2020-04-07 15:41:26+00:00,1.24755E+18,ðŸ™ƒ bl nhye l mouse3adet li ejet lal nurses w dr knt mn l sha3eb lbneni w tabarou3aton ( w 3ala l 3lem hayde l mousa3det ken lezem tkoun shghlet wazir l se7a ) fa li bysta7e2 l shker hne l ashkhas li se3ado w sehamo b ayya shi zghir la y7arbo hal marad,conscientiousness
2020-04-07 14:33:48+00:00,1.24753E+18,la2 ya 3eeshe hon ya ens ma fee visits bel quarantine,neutral
2020-04-08 16:34:41+00:00,1.24793E+18,"Look, its getting harder and harder, badda te5las hal corona shit walla sho???ðŸ¤¦ðŸ½â€â™‚ï¸",neuroticism
2020-04-08 11:04:03+00:00,1.24784E+18,Corona w ta2es w ka2abe .. rah tzid nesbit l enti7ar,neuroticism
2020-04-08 11:40:08+00:00,1.24785E+18,Be europa badon y3mloo test 3ala sha3b l2fre2e mn marad corona,neuroticism
2020-04-09 04:22:57+00:00,1.2481E+18,I watched the part 1 corona bas ma hasset enno zed chi 3n el osas lli mnaarefa ... how was the part 2?,neutral
2020-04-09 01:19:16+00:00,1.24806E+18,Ba3d corona ness lizim tenzal 3a cheri3 aktar b kettir min abl w yetalbo b ha2oun w mayesmaho b hal chi li2ano eza sakatna 3al ha2na min houl al heramye sera2in li ba3d masheb3o ser2a w hala2 weslit ma3oun yesr2ou li ma3ana se3ata alah yerham libnenyeh w libnen,neuroticism
2020-04-09 09:15:39+00:00,1.24818E+18,Ma3o 7a2 .. ade a7la law Denver w Rio kajjo baaed ðŸ˜ #rou2e_okhte_Bedash_hal2ad #kella_bawse #hole_hormonet_quarantine_3zerouwa,openness
2020-04-09 18:19:22+00:00,1.24831E+18,100% bass ne7na halla2 b zaman corona virus midtarrin ne23od bl beit 7ata ma ne23od bl mestashfa ...majbourin,conscientiousness
2020-04-10 22:36:38+00:00,1.24874E+18,"Ya3ne ma b kaffe l Lira bel ared w Corona, ejetna l ma btetsamma",neuroticism
2020-04-10 16:58:36+00:00,1.24866E+18,Guillain barre hewe shalal bl a3sab beballish mn ta7t la fo2 ..so this patient ejet first 3nda shalal w ma keno 3arfin enu mmkn tkun Covid19 ba3d esbou3 bayyano 3nda sa3le w fever,neuroticism
2020-04-10 12:24:43+00:00,1.24859E+18,eno hala2 kel l models w l mumasilet jeyin am yaamlo tiktoks hene w aam yeklo esas bt naseh w eno quarantine and shit aa ases nhna msh aarfin eno ya ma btekluwon ya bt futo tbe2uwon bs tkhalso l video. Ya allah shu fake w bt ulule leh bemhe insta wlekdndjnsksns,neuroticism
2020-04-10 08:50:28+00:00,1.24853E+18,Ma32oul israel 3am yrecho 3layna corona men fo2?,openness
2020-04-10 08:35:53+00:00,1.24853E+18,Kharjon arguili 3al rassif. M3 shi 500 000 wa7ad. W mafion m3 corona. L maradi sara2 esmo mn bira.,openness
2020-04-10 16:17:58+00:00,1.24865E+18,Canâ€™t wait tekhlas corona ta nerja3 nesta3ml l metro b Beirut ðŸ˜ ,extraversion
2020-04-11 21:31:00+00:00,1.24909E+18,3am todrob watar l gherbe li already kteer 7asses w bi zaman l corona,neuroticism
2020-04-11 20:23:59+00:00,1.24907E+18,"me, @hostilehoe and @bdalaamne2 nehna w feytin aa proj*kt after quarantine ",neutral
2020-04-11 10:38:13+00:00,1.24892E+18,who tf says â€œhetlenâ€ 3etlen ham bi oulo ya habibe,neutral
2020-04-11 23:20:57+00:00,1.24912E+18,Stay safe habibiðŸ™â¤ï¸ ,agreeableness
2020-04-12 23:32:34+00:00,1.24948E+18,Mich 3amtsayed ba2a gayaret 3adtak aw bi kouno el 3safir ma3on coronaðŸ˜‰,openness
2020-04-12 18:48:14+00:00,1.24941E+18,A summary of my TL today: _ kataeb / civil war _ Cats _ Me7en _ Israel _ 3alam ma khasson bel 5ase aam yaato ra2yon bel corona,neutral
2020-04-12 08:42:53+00:00,1.24926E+18,Fiyon yeftahoulna mahallet le tyeb yawmen aw tlete bas la2an iza ejit el sayfiyye w b3dna quarantined ana m3nde tyeb...,extraversion
2020-04-12 02:17:52+00:00,1.24916E+18,You maybe wrong. Mousta7il mat le7e 7adn who will be your everything. Ana moumkin kmn mab le2e bs,openness
2020-04-12 15:18:33+00:00,1.24936E+18,Bs ykun 3amilak ta3mal camping bs fe corona ðŸ•ï¸â›ºðŸ˜‚ ,openness
2020-04-12 12:24:28+00:00,1.24931E+18,Quarantine routine ðŸ¤·ðŸ½â€â™€ï¸ ,neutral
2020-04-12 12:48:47+00:00,1.24932E+18,no tonio bheb l cancers bdefe3 aanakðŸ˜³ ok love this quarantine house ktir fyo actions,extraversion
2020-04-13 17:47:38+00:00,1.24976E+18,Hafroun ðŸ’™ #Hafroun #Ehmej #myhometown #spring #nature #naturelovers #clicclacprodutions #photography #Quarantine #COVID2019 #StayHome #Lebanon,extraversion
2020-04-13 15:07:26+00:00,1.24972E+18,who thinks we're the elite? lmao 3a ayya ases,neuroticism
2020-04-13 10:09:25+00:00,1.24964E+18,La2 ma 3am Bi2dar nem bzaman l corona,neuroticism
2020-04-13 07:18:48+00:00,1.2496E+18,Bas yekhlass coronaðŸ‘‰ðŸ¼ðŸ‘ˆðŸ¼,extraversion
2020-04-14 11:48:07+00:00,1.25003E+18,*Me jogging bl 7ay* Baladiye: eh fike abel l 7 Allergies: 23ede b baytik bifakro ma3ik corona,openness
